National Center for Education Statistics,,,,,,,,,,,,,
Education Finance Peer Tool,,,,,,,,,,,,,
The file contains (980) records based on your search.,,,,,,,,,,,,,
NCES is not responsible for the manner in which this data is presented. This data is provided as an extra service to the user.,,,,,,,,,,,,,
LEAID,DistrictName,State,SchoolLevel,GradeSpanLow,GradeSpanHigh,ZipCode,TotalSchools,TotalFiscalStudents,TotalStudents,ClassroomTeachersFTE,StudentTeacherRatio,SummerMigrantStudents,ELLStudents
0601620,ABC Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,90703,30,20465,20465,827.4,24.7341068407058,,3787
0601650,Acalanes Union High,CALIFORNIA,02-Secondary school system only,09,12,94549,5,5683,5683,276.5,20.5533453887884,,103
0601680,Ackerman Charter,CALIFORNIA,06-Nonoperating school system,KG,08,95603,1,,593,25.4,23.3464566929134,,22
0600001,Acton-Agua Dulce Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93510,3,1085,1085,49.1,22.0977596741344,,133
0601710,Adelanto Elementary,CALIFORNIA,01-Elementary school system only,KG,12,92301,15,8234,8234,324.93,25.3408426430308,,1247
0691051,Alameda County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,94544,4,,,,0,,41
0601770,Alameda Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94501,17,9383,9383,400.6,23.4223664503245,,1277
0601860,Albany City Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94706,6,3682,3682,155.56,23.6693237336076,,583
0601890,Alexander Valley Union Elementary,CALIFORNIA,01-Elementary school system only,KG,06,95448,1,110,110,8.38,13.126491646778,,18
0600153,Alhambra Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,91803,18,16531,16531,658.91,25.0884035756021,,4040
0601950,Alisal Union,CALIFORNIA,01-Elementary school system only,KG,06,93905,12,8605,8605,343,25.0874635568513,,6271
0601980,Allensworth Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93219,1,88,88,4.66,18.8841201716738,,58
0602010,Alpaugh Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93201,3,323,323,16.84,19.1805225653207,,171
0691058,Alpine County Office of Education,CALIFORNIA,05-Vocational or special education school system,01,12,96120,1,0,0,0,0,,
0602070,Alpine County Unified,CALIFORNIA,01-Elementary school system only,KG,12,96120,3,79,79,11,7.18181818181818,,
0602100,Alpine Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,91901,6,1612,1612,64.4,25.0310559006211,,95
0602160,Alta Loma Elementary,CALIFORNIA,01-Elementary school system only,KG,08,91701,10,6050,6050,230.25,26.2757871878393,,304
0602220,Alta Vista Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93257,1,574,574,21.38,26.8475210477081,,352
0602250,Alta-Dutch Flat Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95701,1,99,99,4.65,21.2903225806452,,
0602310,Alum Rock Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95127,25,9623,9623,430.2,22.3686657368666,,3901
0602360,Alview-Dairyland Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93610,2,402,402,17.13,23.4676007005254,,138
0602370,Alvina Elementary,CALIFORNIA,06-Nonoperating school system,KG,08,93609,1,,203,10,20.3,,56
0602430,Alvord Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92879,26,18504,18504,794.13,23.3009708737864,,6425
0691001,Amador County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,95642,3,193,193,25.23,7.64962346413,,8
0602450,Amador County Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95642,12,3962,3962,172.67,22.9455029825679,,120
0602610,Anaheim Elementary,CALIFORNIA,01-Elementary school system only,KG,06,92805,23,16691,16691,653.14,25.5550111767768,,8986
0602630,Anaheim Union High,CALIFORNIA,02-Secondary school system only,07,12,92803,20,30292,30292,1187.22,25.5150688162261,,6271
0602700,Anderson Union High,CALIFORNIA,02-Secondary school system only,09,12,96007,6,1737,1737,80.4,21.6044776119403,,39
0602730,Anderson Valley Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95415,3,490,490,31.78,15.4185022026432,,193
0602760,Antelope Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96080,4,856,856,36.7,23.3242506811989,,33
0602820,Antelope Valley Union High,CALIFORNIA,02-Secondary school system only,07,12,93534,13,21642,21642,925.1,23.3942276510648,,2104
0602850,Antioch Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94509,25,16362,16362,670.65,24.3972265712369,,3292
0600017,Apple Valley Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92308,14,13196,13196,547.08,24.1207867222344,,1352
0602970,Arcadia Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,91006,11,9357,9357,378.74,24.7056027881924,,1095
0603000,Arcata Elementary,CALIFORNIA,01-Elementary school system only,KG,12,95521,2,1129,530,27.06,19.5861049519586,,24
0603060,Arcohe Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95638,1,455,455,23.8,19.1176470588235,,95
0601325,Arena Union Elementary/Point Arena Joint Union High,CALIFORNIA,03-Elementary/secondary school system,KG,12,95468,0,371,,,0,,
0603180,Armona Union Elementary,CALIFORNIA,03-Elementary/secondary school system,KG,12,93202,3,1137,1137,50.52,22.5059382422803,,317
0691136,Aromas - San Juan Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95045,3,1087,1087,46.1,23.5791757049892,,252
0603270,Arvin Union,CALIFORNIA,01-Elementary school system only,KG,08,93203,4,3087,3087,157,19.6624203821656,,2058
0603300,Atascadero Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93422,12,4738,4738,204.97,23.1155778894472,,388
0603420,Atwater Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95301,10,5125,5125,211.38,24.2454347620399,,1411
0603480,Auburn Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95603,5,1873,1873,82.6,22.6755447941889,,321
0603600,Azusa Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,91702,18,8010,8010,364.76,21.9596446978835,,2161
0603610,Baker Valley Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92309,3,134,134,10.4,12.8846153846154,,63
0603630,Bakersfield City,CALIFORNIA,01-Elementary school system only,KG,08,93305,44,30782,30782,1427.88,21.557833991652,,8543
0603690,Baldwin Park Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,91706,20,12541,12541,563.69,22.2480441377353,,2763
0603720,Ballard Elementary,CALIFORNIA,01-Elementary school system only,KG,06,93463,1,132,132,7,18.8571428571429,,7
0603750,Ballico-Cressey Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95303,2,372,372,17.85,20.8403361344538,,115
0603780,Bangor Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95914,1,98,98,4,24.5,,7
0603840,Banning Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92220,11,4617,4617,202.66,22.7819994078753,,894
0603870,Banta Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95304,1,336,336,17,19.7647058823529,,123
0604020,Barstow Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92311,13,6344,6344,247.48,25.6343946985615,,640
0604080,Bass Lake Joint Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93644,4,891,891,38.9,22.9048843187661,,86
0604110,Bassett Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,91746,7,3520,3520,141.65,24.8499823508648,,968
0604200,Bayshore Elementary,CALIFORNIA,01-Elementary school system only,KG,08,94014,1,379,379,18,21.0555555555556,,84
0604230,Bear Valley Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92315,7,2456,2456,107.41,22.8656549669491,,351
0604260,Beardsley Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93308,4,1915,1915,91.02,21.0393320149418,,191
0604290,Beaumont Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92223,13,10426,10426,420,24.8238095238095,,1085
0604350,Bella Vista Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96008,1,363,363,18.37,19.7604790419162,,3
0604500,Belleview Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95370,2,158,158,8.5,18.5882352941176,,3
0604380,Bellevue Union,CALIFORNIA,01-Elementary school system only,KG,06,95407,4,1621,1621,67.55,23.9970392301999,,999
0604440,Bellflower Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,90706,15,11671,11671,494.48,23.6025723992881,,2145
0604530,Belmont-Redwood Shores Elementary,CALIFORNIA,01-Elementary school system only,KG,08,94002,7,4308,4308,179.62,23.9839661507627,,449
0604560,Belridge Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93251,1,36,36,2,18,,14
0604620,Benicia Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94510,8,4662,4662,199.61,23.3555433094534,,189
0604650,Bennett Valley Union Elementary,CALIFORNIA,01-Elementary school system only,KG,06,95405,2,995,995,44.5,22.3595505617978,,132
0604740,Berkeley Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94702,17,9811,9811,489.4,20.046996322027,,868
0604800,Berryessa Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95132,14,6988,6988,288.64,24.210088691796,,2343
0604830,Beverly Hills Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,90212,6,3773,3773,227.1,16.6138265081462,,246
0604860,Big Creek Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93605,1,45,45,4,11.25,,
0604890,Big Lagoon Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95570,1,19,19,2,9.5,,
0691137,Big Oak Flat-Groveland Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95321,4,304,304,19.34,15.7187176835574,,10
0604950,Big Pine Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93513,2,136,136,14.75,9.22033898305085,,5
0604980,Big Springs Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96064,1,182,182,8.5,21.4117647058824,,12
0600031,Big Sur Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93920,1,,,6.25,,,4
0605010,Big Valley Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,96009,2,127,127,9.3,13.6559139784946,,10
0605040,Biggs Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95917,3,624,624,33.25,18.7669172932331,,66
0605190,Bitterwater-Tully Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93930,1,35,35,2,17.5,,4
0605220,Black Butte Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96088,2,210,210,9.2,22.8260869565217,,4
0605240,Black Oak Mine Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95634,6,1249,1249,52.92,23.6016628873772,,13
0605250,Blake Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93287,1,13,13,1.01,12.8712871287129,,3
0605280,Blochman Union Elementary,CALIFORNIA,01-Elementary school system only,KG,12,93454,1,212,212,9,23.5555555555556,,27
0605400,Blue Lake Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95525,1,158,158,11,14.3636363636364,,8
0605490,Bogus Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96064,1,18,18,0.84,21.4285714285714,,
0605520,Bolinas-Stinson Union,CALIFORNIA,01-Elementary school system only,KG,08,94924,1,90,90,7,12.8571428571429,,7
0605610,Bonita Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,91773,15,10055,10055,411.27,24.4486590317796,,596
0605640,Bonny Doon Union Elementary,CALIFORNIA,01-Elementary school system only,KG,06,95060,1,165,165,7,23.5714285714286,,3
0605700,Borrego Springs Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92004,3,386,386,21.2,18.2075471698113,,178
0605730,Bradley Union Elementary,CALIFORNIA,01-Elementary school system only,KG,12,93426,1,74,74,5.5,13.4545454545455,,8
0605790,Brawley Elementary,CALIFORNIA,01-Elementary school system only,KG,08,92227,5,4061,4061,167.27,24.278113230107,,1522
0605820,Brawley Union High,CALIFORNIA,02-Secondary school system only,09,12,92227,3,1943,1943,81.18,23.9344666173934,,321
0605880,Brea-Olinda Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92822,9,6008,6008,231.4,25.9636992221262,,577
0605910,Brentwood Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,94513,11,9181,9181,368.04,24.9456580806434,,947
0605940,Bret Harte Union High,CALIFORNIA,02-Secondary school system only,09,12,95221,3,652,652,37.57,17.3542720255523,,17
0606000,Bridgeville Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95526,1,29,29,3.4,8.52941176470588,,
0606030,Briggs Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93036,2,526,526,26,20.2307692307692,,216
0606060,Brisbane Elementary,CALIFORNIA,01-Elementary school system only,KG,08,94005,3,469,469,22.47,20.8722741433022,,49
0606090,Brittan Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95982,1,464,464,19.38,23.9422084623323,,11
0606100,Browns Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95674,1,132,132,8,16.5,,11
0606270,Buckeye Union Elementary,CALIFORNIA,01-Elementary school system only,KG,12,95762,9,4706,4706,197.72,23.8013352215254,,178
0606330,Buellton Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93427,2,612,612,26.11,23.4392952891612,,100
0606360,Buena Park Elementary,CALIFORNIA,01-Elementary school system only,KG,08,90620,7,4552,4552,186.35,24.4271532063322,,1811
0606420,Buena Vista Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93274,1,215,215,9,23.8888888888889,,36
0606450,Burbank Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,91506,21,15203,15203,634.06,23.9772261300192,,1583
0606480,Burlingame Elementary,CALIFORNIA,01-Elementary school system only,KG,08,94010,8,3510,3510,153.04,22.9351803450078,,590
0606510,Burnt Ranch Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95527,1,84,84,5,16.8,,
0606540,Burrel Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93656,1,122,122,9,13.5555555555556,,75
0606570,Burton Elementary,CALIFORNIA,03-Elementary/secondary school system,KG,12,93257,7,4887,4887,207.41,23.5620269032351,,1026
0691002,Butte County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,95965,6,408,408,42.89,9.51270692469107,,14
0606580,Butte Valley Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,96023,4,303,303,17.88,16.9463087248322,,69
0606690,Butteville Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96094,1,195,195,8.6,22.6744186046512,,5
0606720,Buttonwillow Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93206,1,326,326,21,15.5238095238095,,206
0606750,Byron Union Elementary,CALIFORNIA,01-Elementary school system only,KG,12,94514,3,1475,1475,59.72,24.6985934360348,,100
0606780,Cabrillo Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94019,7,3152,3152,127.95,24.6346228995701,,701
0606810,Cajon Valley Union,CALIFORNIA,01-Elementary school system only,KG,08,92022,28,16666,16666,696.4,23.9316484778863,,5756
0691003,Calaveras County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,95221,4,498,498,25.44,19.5754716981132,,7
0606870,Calaveras Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95249,10,2814,2814,127.11,22.1383054047675,,90
0606900,Calexico Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92231,11,9246,9246,372.83,24.799506477483,,5966
0606960,Caliente Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93518,1,49,49,3,16.3333333333333,,
0606990,Calipatria Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92233,4,1136,1136,64.2,17.6947040498442,,399
0607020,Calistoga Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94515,3,865,865,45.04,19.2051509769094,,388
0607140,Cambrian,CALIFORNIA,01-Elementary school system only,KG,08,95124,6,3471,3471,147.51,23.5306080943665,,454
0607170,Camino Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95709,1,474,408,21.87,18.6556927297668,,91
0607200,Campbell Union,CALIFORNIA,01-Elementary school system only,KG,08,95008,12,7273,7273,316.86,22.9533547939153,,2034
0607230,Campbell Union High,CALIFORNIA,02-Secondary school system only,09,12,95124,6,8271,8271,352.88,23.4385626841986,,557
0607260,Camptonville Elementary,CALIFORNIA,01-Elementary school system only,KG,12,95922,1,48,48,3.4,14.1176470588235,,
0607350,Canyon Elementary,CALIFORNIA,01-Elementary school system only,KG,08,94516,1,68,68,2,34,,
0607410,Capay Joint Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95963,1,199,199,9,22.1111111111111,,16
0607440,Capistrano Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92675,59,47205,47205,1788.39,26.3952493583614,,4825
0607470,Cardiff Elementary,CALIFORNIA,01-Elementary school system only,KG,06,92007,2,695,695,33.4,20.8083832335329,,46
0607500,Carlsbad Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92009,16,11428,11428,453.39,25.2056728203092,,731
0607530,Carmel Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93922,8,2467,2467,144.9,17.0255348516218,,86
0607560,Carpinteria Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93013,8,2177,2177,108,20.1574074074074,,697
0600067,Caruthers Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93609,3,1508,1508,76.22,19.7848333770664,,455
0607680,Cascade Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96007,4,1060,1060,48.18,22.0008302200083,,82
