National Center for Education Statistics,,,,,,,,,,,,,,,,,
Education Finance Peer Tool,,,,,,,,,,,,,,,,,
The file contains (980) records based on your search.,,,,,,,,,,,,,,,,,
NCES is not responsible for the manner in which this data is presented. This data is provided as an extra service to the user.,,,,,,,,,,,,,,,,,
LEAID,NAME,FIPST,MSTATE,FIPST_NAME,GSLO,GSHI,a_type,distlocale,SchoolLevel,LocaleCode,LocaleText,data_type,MSC,MSCText,TypeCode,TypeText,PercentPoverty
0631830,Ravendale-Termo Elementary,06,CA,CALIFORNIA,KG,12,1,43,01-Elementary school system only,43,Rural: Remote,MetroMicro,2,Micropolitan Area,1,Regular School District,16.6666666666667
0632730,Rio Dell Elementary,06,CA,CALIFORNIA,KG,08,1,33,01-Elementary school system only,33,Town: Remote,MetroMicro,2,Micropolitan Area,1,Regular School District,29.873417721519
0632760,Rio Elementary,06,CA,CALIFORNIA,KG,08,1,12,01-Elementary school system only,12,City: Midsize,MetroMicro,1,Metropolitan Area,1,Regular School District,16.5976115037777
0603000,Arcata Elementary,06,CA,CALIFORNIA,KG,12,1,33,01-Elementary school system only,33,Town: Remote,MetroMicro,2,Micropolitan Area,1,Regular School District,23.2718894009217
0603060,Arcohe Union Elementary,06,CA,CALIFORNIA,KG,08,1,41,01-Elementary school system only,41,Rural: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,9.70266040688576
0603600,Azusa Unified,06,CA,CALIFORNIA,KG,12,1,21,03-Elementary/secondary school system,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,20.2262341748446
0603610,Baker Valley Unified,06,CA,CALIFORNIA,KG,12,1,43,03-Elementary/secondary school system,43,Rural: Remote,MetroMicro,1,Metropolitan Area,1,Regular School District,22.6600985221675
0604440,Bellflower Unified,06,CA,CALIFORNIA,KG,12,1,21,03-Elementary/secondary school system,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,16.0192307692308
0604530,Belmont-Redwood Shores Elementary,06,CA,CALIFORNIA,KG,08,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,3.84511965582146
0604860,Big Creek Elementary,06,CA,CALIFORNIA,KG,08,1,43,01-Elementary school system only,43,Rural: Remote,MetroMicro,1,Metropolitan Area,1,Regular School District,14.7826086956522
0604890,Big Lagoon Union Elementary,06,CA,CALIFORNIA,KG,08,1,43,01-Elementary school system only,43,Rural: Remote,MetroMicro,2,Micropolitan Area,1,Regular School District,23.5294117647059
0605700,Borrego Springs Unified,06,CA,CALIFORNIA,KG,12,1,42,03-Elementary/secondary school system,42,Rural: Distant,MetroMicro,1,Metropolitan Area,1,Regular School District,19.3384223918575
0605790,Brawley Elementary,06,CA,CALIFORNIA,KG,08,1,31,01-Elementary school system only,31,Town: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,33.3182742263384
0606100,Browns Elementary,06,CA,CALIFORNIA,KG,08,1,41,01-Elementary school system only,41,Rural: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,17.9487179487179
0606270,Buckeye Union Elementary,06,CA,CALIFORNIA,KG,12,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,5.18353174603175
0606450,Burbank Unified,06,CA,CALIFORNIA,KG,12,1,12,03-Elementary/secondary school system,12,City: Midsize,MetroMicro,1,Metropolitan Area,1,Regular School District,12.0833607257905
0606750,Byron Union Elementary,06,CA,CALIFORNIA,KG,12,1,31,01-Elementary school system only,31,Town: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,8.11554332874828
0600013,Rocklin Unified,06,CA,CALIFORNIA,KG,12,1,21,03-Elementary/secondary school system,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,5.82861682057393
0633510,Roseland,06,CA,CALIFORNIA,KG,12,1,12,01-Elementary school system only,12,City: Midsize,MetroMicro,1,Metropolitan Area,1,Regular School District,24.2890084550346
0633720,Round Valley Unified,06,CA,CALIFORNIA,KG,12,1,43,03-Elementary/secondary school system,43,Rural: Remote,MetroMicro,2,Micropolitan Area,1,Regular School District,32.7188940092166
0633750,Rowland Unified,06,CA,CALIFORNIA,KG,12,1,21,03-Elementary/secondary school system,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,18.2226088549059
0634320,San Diego Unified,06,CA,CALIFORNIA,KG,12,1,11,03-Elementary/secondary school system,11,City: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,19.5647526061069
0634620,San Juan Unified,06,CA,CALIFORNIA,KG,12,1,21,03-Elementary/secondary school system,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,16.6717969765374
0634800,San Luis Coastal Unified,06,CA,CALIFORNIA,KG,12,1,13,03-Elementary/secondary school system,13,City: Small,MetroMicro,1,Metropolitan Area,1,Regular School District,9.67209247464024
0634880,San Marcos Unified,06,CA,CALIFORNIA,KG,12,1,21,03-Elementary/secondary school system,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,13.756727664155
0634860,San Marino Unified,06,CA,CALIFORNIA,KG,12,1,21,03-Elementary/secondary school system,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,7.68705158865733
0635220,San Ysidro Elementary,06,CA,CALIFORNIA,KG,08,1,11,01-Elementary school system only,11,City: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,27.0491803278689
0635880,Santee,06,CA,CALIFORNIA,KG,08,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,7.21673445671121
0635970,Saugus Union,06,CA,CALIFORNIA,KG,06,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,6.6343212741272
0611700,Dunsmuir Joint Union High,06,CA,CALIFORNIA,09,12,1,42,02-Secondary school system only,42,Rural: Distant,MetroMicro,0,No Type Code,1,Regular School District,31.25
0600052,Eureka City Schools,06,CA,CALIFORNIA,KG,12,1,33,03-Elementary/secondary school system,33,Town: Remote,MetroMicro,2,Micropolitan Area,1,Regular School District,24.470639598341
0613290,Fairfax Elementary,06,CA,CALIFORNIA,KG,08,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,30.3826384922901
0614490,French Gulch-Whiskeytown Elementary,06,CA,CALIFORNIA,KG,08,1,42,01-Elementary school system only,42,Rural: Distant,MetroMicro,1,Metropolitan Area,1,Regular School District,16.6666666666667
0632880,Ripon Unified,06,CA,CALIFORNIA,KG,12,1,23,03-Elementary/secondary school system,23,Suburb: Small,MetroMicro,1,Metropolitan Area,1,Regular School District,9.59057767807067
0602370,Alvina Elementary,06,CA,CALIFORNIA,KG,08,7,42,06-Nonoperating school system,42,Rural: Distant,MetroMicro,1,Metropolitan Area,7,Other Education Agency,40.6015037593985
0602850,Antioch Unified,06,CA,CALIFORNIA,KG,12,1,21,03-Elementary/secondary school system,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,13.6066573719066
0600017,Apple Valley Unified,06,CA,CALIFORNIA,KG,12,1,21,03-Elementary/secondary school system,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,22.269918699187
0603300,Atascadero Unified,06,CA,CALIFORNIA,KG,12,1,23,03-Elementary/secondary school system,23,Suburb: Small,MetroMicro,1,Metropolitan Area,1,Regular School District,10.2229845626072
0603750,Ballico-Cressey Elementary,06,CA,CALIFORNIA,KG,08,1,41,01-Elementary school system only,41,Rural: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,35.4354354354354
0604020,Barstow Unified,06,CA,CALIFORNIA,KG,12,1,32,03-Elementary/secondary school system,32,Town: Distant,MetroMicro,1,Metropolitan Area,1,Regular School District,22.9810568295115
0606060,Brisbane Elementary,06,CA,CALIFORNIA,KG,08,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,5.38172715894869
0606090,Brittan Elementary,06,CA,CALIFORNIA,KG,08,1,41,01-Elementary school system only,41,Rural: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,14.3057503506311
0633210,Roberts Ferry Union Elementary,06,CA,CALIFORNIA,KG,08,1,42,01-Elementary school system only,42,Rural: Distant,MetroMicro,1,Metropolitan Area,1,Regular School District,12.8205128205128
0633240,Robla Elementary,06,CA,CALIFORNIA,KG,12,1,11,01-Elementary school system only,11,City: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,27.076816127911
0633270,Rockford Elementary,06,CA,CALIFORNIA,KG,08,1,41,01-Elementary school system only,41,Rural: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,34.1584158415842
0633600,Roseville City Elementary,06,CA,CALIFORNIA,KG,08,1,12,01-Elementary school system only,12,City: Midsize,MetroMicro,1,Metropolitan Area,1,Regular School District,8.43429636533085
0633690,Round Valley Joint Elementary,06,CA,CALIFORNIA,KG,08,1,42,01-Elementary school system only,42,Rural: Distant,MetroMicro,0,No Type Code,1,Regular School District,13.3333333333333
0634170,San Bernardino City Unified,06,CA,CALIFORNIA,KG,12,1,12,03-Elementary/secondary school system,12,City: Midsize,MetroMicro,1,Metropolitan Area,1,Regular School District,34.7244940107394
0634590,San Jose Unified,06,CA,CALIFORNIA,KG,12,1,11,03-Elementary/secondary school system,11,City: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,12.8814779270633
0634770,San Lucas Union Elementary,06,CA,CALIFORNIA,KG,08,1,42,01-Elementary school system only,42,Rural: Distant,MetroMicro,1,Metropolitan Area,1,Regular School District,36.8852459016393
0634980,San Mateo Union High,06,CA,CALIFORNIA,09,12,1,21,02-Secondary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,7.23138009866442
0635090,San Rafael City Elementary,06,CA,CALIFORNIA,KG,08,1,13,01-Elementary school system only,13,City: Small,MetroMicro,1,Metropolitan Area,1,Regular School District,13.8652050345108
0636180,Sebastopol Union Elementary,06,CA,CALIFORNIA,KG,08,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,10.2175346077785
0636330,Semitropic Elementary,06,CA,CALIFORNIA,KG,08,1,42,01-Elementary school system only,42,Rural: Distant,MetroMicro,1,Metropolitan Area,1,Regular School District,25
0636600,Shasta Union High,06,CA,CALIFORNIA,06,12,1,13,02-Secondary school system only,13,City: Small,MetroMicro,1,Metropolitan Area,1,Regular School District,18.7760778859527
0636800,Sierra Sands Unified,06,CA,CALIFORNIA,KG,12,1,33,03-Elementary/secondary school system,33,Town: Remote,MetroMicro,1,Metropolitan Area,1,Regular School District,17.2647788072556
0600019,Dublin Unified,06,CA,CALIFORNIA,KG,12,1,21,03-Elementary/secondary school system,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,6.29123468426013
0611670,Dunsmuir Elementary,06,CA,CALIFORNIA,KG,08,1,42,01-Elementary school system only,42,Rural: Distant,MetroMicro,0,No Type Code,1,Regular School District,30.3030303030303
0611730,Durham Unified,06,CA,CALIFORNIA,KG,12,1,41,03-Elementary/secondary school system,41,Rural: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,9.90566037735849
0612180,El Rancho Unified,06,CA,CALIFORNIA,KG,12,1,21,03-Elementary/secondary school system,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,18.5123176273619
0612690,Empire Union Elementary,06,CA,CALIFORNIA,KG,08,1,12,01-Elementary school system only,12,City: Midsize,MetroMicro,1,Metropolitan Area,1,Regular School District,13.939270429998
0612840,Escalon Unified,06,CA,CALIFORNIA,KG,12,1,31,03-Elementary/secondary school system,31,Town: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,12.9613484452194
0613080,Eureka Union,06,CA,CALIFORNIA,KG,08,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,5.33403287862889
0613170,Evergreen Union,06,CA,CALIFORNIA,KG,12,1,41,03-Elementary/secondary school system,41,Rural: Fringe,MetroMicro,2,Micropolitan Area,1,Regular School District,17.6613885505481
0613800,Fillmore Unified,06,CA,CALIFORNIA,KG,12,1,31,03-Elementary/secondary school system,31,Town: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,19.9949122360722
0614130,Fort Ross Elementary,06,CA,CALIFORNIA,KG,08,1,42,01-Elementary school system only,42,Rural: Distant,MetroMicro,1,Metropolitan Area,1,Regular School District,21.7948717948718
0614190,Fortuna Union High,06,CA,CALIFORNIA,09,12,1,33,02-Secondary school system only,33,Town: Remote,MetroMicro,2,Micropolitan Area,1,Regular School District,18.7057633973711
0614340,Franklin Elementary,06,CA,CALIFORNIA,KG,08,1,41,01-Elementary school system only,41,Rural: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,13.1818181818182
0630030,Patterson Joint Unified,06,CA,CALIFORNIA,KG,12,1,31,03-Elementary/secondary school system,31,Town: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,15.9458278724334
0630330,Piedmont City Unified,06,CA,CALIFORNIA,KG,12,1,21,03-Elementary/secondary school system,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,2.74402195217562
0630360,Pierce Joint Unified,06,CA,CALIFORNIA,KG,12,1,32,03-Elementary/secondary school system,32,Town: Distant,MetroMicro,0,No Type Code,1,Regular School District,13.2857142857143
0630510,Pioneer Union Elementary,06,CA,CALIFORNIA,KG,08,7,41,06-Nonoperating school system,41,Rural: Fringe,MetroMicro,1,Metropolitan Area,7,Other Education Agency,8.69191049913941
0630870,Plaza Elementary,06,CA,CALIFORNIA,KG,08,1,42,01-Elementary school system only,42,Rural: Distant,MetroMicro,0,No Type Code,1,Regular School District,19.7802197802198
0630990,Pleasant Valley,06,CA,CALIFORNIA,KG,08,1,13,01-Elementary school system only,13,City: Small,MetroMicro,1,Metropolitan Area,1,Regular School District,6.50064304922249
0631170,Plumas Unified,06,CA,CALIFORNIA,KG,12,1,41,03-Elementary/secondary school system,41,Rural: Fringe,MetroMicro,0,No Type Code,1,Regular School District,16.7927382753404
0631320,Pomona Unified,06,CA,CALIFORNIA,KG,12,1,21,03-Elementary/secondary school system,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,22.3228073912349
0631530,Poway Unified,06,CA,CALIFORNIA,KG,12,1,11,03-Elementary/secondary school system,11,City: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,6.12195709809593
0631680,Raisin City Elementary,06,CA,CALIFORNIA,KG,12,1,42,06-Nonoperating school system,42,Rural: Distant,MetroMicro,1,Metropolitan Area,1,Regular School District,40.1759530791789
0631980,Red Bluff Union Elementary,06,CA,CALIFORNIA,KG,08,1,32,01-Elementary school system only,32,Town: Distant,MetroMicro,2,Micropolitan Area,1,Regular School District,24.0403257076386
0632070,Redlands Unified,06,CA,CALIFORNIA,KG,12,1,13,03-Elementary/secondary school system,13,City: Small,MetroMicro,1,Metropolitan Area,1,Regular School District,14.1360814292351
0632270,Reef-Sunset Unified,06,CA,CALIFORNIA,KG,12,1,32,03-Elementary/secondary school system,32,Town: Distant,MetroMicro,1,Metropolitan Area,1,Regular School District,31.2883435582822
0632430,Richgrove Elementary,06,CA,CALIFORNIA,KG,08,1,31,01-Elementary school system only,31,Town: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,45.3045685279188
0602430,Alvord Unified,06,CA,CALIFORNIA,KG,12,1,11,03-Elementary/secondary school system,11,City: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,16.2460399387748
0602700,Anderson Union High,06,CA,CALIFORNIA,09,12,1,42,02-Secondary school system only,42,Rural: Distant,MetroMicro,1,Metropolitan Area,1,Regular School District,20.0867052023121
0604200,Bayshore Elementary,06,CA,CALIFORNIA,KG,08,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,9.69529085872576
0604620,Benicia Unified,06,CA,CALIFORNIA,KG,12,1,22,03-Elementary/secondary school system,22,Suburb: Midsize,MetroMicro,1,Metropolitan Area,1,Regular School District,5.92678675188844
0605400,Blue Lake Union Elementary,06,CA,CALIFORNIA,KG,08,1,41,01-Elementary school system only,41,Rural: Fringe,MetroMicro,2,Micropolitan Area,1,Regular School District,15.6378600823045
0606030,Briggs Elementary,06,CA,CALIFORNIA,KG,08,1,41,01-Elementary school system only,41,Rural: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,15
0606580,Butte Valley Unified,06,CA,CALIFORNIA,KG,12,1,43,03-Elementary/secondary school system,43,Rural: Remote,MetroMicro,0,No Type Code,1,Regular School District,26.2686567164179
0633840,Sacramento City Unified,06,CA,CALIFORNIA,KG,12,1,11,03-Elementary/secondary school system,11,City: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,25.9680735845799
0633860,Saddleback Valley Unified,06,CA,CALIFORNIA,KG,12,1,21,03-Elementary/secondary school system,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,7.04567164949784
0633900,Salida Union Elementary,06,CA,CALIFORNIA,KG,08,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,10.4725062171871
0635670,Santa Maria Joint Union High,06,CA,CALIFORNIA,09,12,1,12,02-Secondary school system only,12,City: Midsize,MetroMicro,1,Metropolitan Area,1,Regular School District,22.8373143963848
0636660,Shiloh Elementary,06,CA,CALIFORNIA,KG,08,1,41,01-Elementary school system only,41,Rural: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,20.4081632653061
0636780,Sierra-Plumas Joint Unified,06,CA,CALIFORNIA,KG,12,1,42,03-Elementary/secondary school system,42,Rural: Distant,MetroMicro,0,No Type Code,1,Regular School District,15.6648451730419
0636810,Silver Fork Elementary,06,CA,CALIFORNIA,KG,08,1,43,01-Elementary school system only,43,Rural: Remote,MetroMicro,1,Metropolitan Area,1,Regular School District,5.55555555555556
0636820,Silver Valley Unified,06,CA,CALIFORNIA,KG,12,1,33,03-Elementary/secondary school system,33,Town: Remote,MetroMicro,1,Metropolitan Area,1,Regular School District,14.6206447411267
0611850,East Whittier City Elementary,06,CA,CALIFORNIA,KG,08,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,10.7466063348416
0611870,Eastern Sierra Unified,06,CA,CALIFORNIA,KG,12,1,43,03-Elementary/secondary school system,43,Rural: Remote,MetroMicro,0,No Type Code,1,Regular School District,10.7913669064748
0612090,El Monte City,06,CA,CALIFORNIA,KG,08,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,24.2834394904459
0612600,Elverta Joint Elementary,06,CA,CALIFORNIA,KG,12,1,21,03-Elementary/secondary school system,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,13.0653266331658
0612810,Enterprise Elementary,06,CA,CALIFORNIA,KG,12,1,13,03-Elementary/secondary school system,13,City: Small,MetroMicro,1,Metropolitan Area,1,Regular School District,23.7332695984704
0613840,Firebaugh-Las Deltas Unified,06,CA,CALIFORNIA,KG,12,1,41,03-Elementary/secondary school system,41,Rural: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,29.719222462203
0631350,Pond Union Elementary,06,CA,CALIFORNIA,KG,08,1,41,01-Elementary school system only,41,Rural: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,30.5343511450382
0632040,Redding Elementary,06,CA,CALIFORNIA,KG,12,1,13,03-Elementary/secondary school system,13,City: Small,MetroMicro,1,Metropolitan Area,1,Regular School District,19.4100856327307
0632400,Richfield Elementary,06,CA,CALIFORNIA,KG,08,1,41,01-Elementary school system only,41,Rural: Fringe,MetroMicro,2,Micropolitan Area,1,Regular School District,26.9461077844311
0632520,Richmond Elementary,06,CA,CALIFORNIA,KG,08,1,41,01-Elementary school system only,41,Rural: Fringe,MetroMicro,2,Micropolitan Area,1,Regular School District,5.3030303030303
0602610,Anaheim Elementary,06,CA,CALIFORNIA,KG,06,1,11,01-Elementary school system only,11,City: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,20.8834735372892
0602970,Arcadia Unified,06,CA,CALIFORNIA,KG,12,1,13,03-Elementary/secondary school system,13,City: Small,MetroMicro,1,Metropolitan Area,1,Regular School District,11.5959161740999
0603690,Baldwin Park Unified,06,CA,CALIFORNIA,KG,12,1,21,03-Elementary/secondary school system,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,23.5564229135576
0604080,Bass Lake Joint Union Elementary,06,CA,CALIFORNIA,KG,08,1,42,01-Elementary school system only,42,Rural: Distant,MetroMicro,1,Metropolitan Area,1,Regular School District,19.9866755496336
0604380,Bellevue Union,06,CA,CALIFORNIA,KG,06,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,19.8678861788618
0604800,Berryessa Union Elementary,06,CA,CALIFORNIA,KG,08,1,11,01-Elementary school system only,11,City: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,10.5273250239693
0604830,Beverly Hills Unified,06,CA,CALIFORNIA,KG,12,1,21,03-Elementary/secondary school system,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,11.7752540346683
0604980,Big Springs Union Elementary,06,CA,CALIFORNIA,KG,08,1,43,01-Elementary school system only,43,Rural: Remote,MetroMicro,0,No Type Code,1,Regular School District,21.8181818181818
0605040,Biggs Unified,06,CA,CALIFORNIA,KG,12,1,42,03-Elementary/secondary school system,42,Rural: Distant,MetroMicro,1,Metropolitan Area,1,Regular School District,12.0358514724712
0605910,Brentwood Union Elementary,06,CA,CALIFORNIA,KG,08,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,8.42586544741999
0606360,Buena Park Elementary,06,CA,CALIFORNIA,KG,08,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,16.740699611327
0606570,Burton Elementary,06,CA,CALIFORNIA,KG,12,1,13,03-Elementary/secondary school system,13,City: Small,MetroMicro,1,Metropolitan Area,1,Regular School District,19.0958690568979
0606870,Calaveras Unified,06,CA,CALIFORNIA,KG,12,1,42,03-Elementary/secondary school system,42,Rural: Distant,MetroMicro,0,No Type Code,1,Regular School District,14.5758661887694
0633390,Romoland Elementary,06,CA,CALIFORNIA,KG,08,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,19.6547884187082
0633480,Rosedale Union Elementary,06,CA,CALIFORNIA,KG,08,1,11,01-Elementary school system only,11,City: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,9.46671438797423
0633930,Salinas City Elementary,06,CA,CALIFORNIA,KG,06,1,12,01-Elementary school system only,12,City: Midsize,MetroMicro,1,Metropolitan Area,1,Regular School District,25.4397977457074
0634140,San Benito High,06,CA,CALIFORNIA,09,12,1,32,02-Secondary school system only,32,Town: Distant,MetroMicro,1,Metropolitan Area,1,Regular School District,15.4372623574144
0634290,San Carlos Elementary,06,CA,CALIFORNIA,KG,08,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,2.80210157618214
0634410,San Francisco Unified,06,CA,CALIFORNIA,KG,12,1,11,03-Elementary/secondary school system,11,City: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,14.5133765654126
0634710,San Lorenzo Unified,06,CA,CALIFORNIA,KG,12,1,21,03-Elementary/secondary school system,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,14.7907982090474
0634920,San Mateo-Foster City,06,CA,CALIFORNIA,KG,08,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,7.31363173159834
0635430,Santa Clara Unified,06,CA,CALIFORNIA,KG,12,1,12,03-Elementary/secondary school system,12,City: Midsize,MetroMicro,1,Metropolitan Area,1,Regular School District,8.01389624919037
0605580,Santa Maria-Bonita,06,CA,CALIFORNIA,KG,08,1,12,01-Elementary school system only,12,City: Midsize,MetroMicro,1,Metropolitan Area,1,Regular School District,26.7615119117771
0635910,Saratoga Union Elementary,06,CA,CALIFORNIA,KG,08,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,3.5426731078905
0600159,Scott Valley Unified,06,CA,CALIFORNIA,KG,12,1,43,03-Elementary/secondary school system,43,Rural: Remote,MetroMicro,0,No Type Code,1,Regular School District,14.5222929936306
0636360,Sequoia Union Elementary,06,CA,CALIFORNIA,KG,08,1,42,01-Elementary school system only,42,Rural: Distant,MetroMicro,1,Metropolitan Area,1,Regular School District,23.1023102310231
0636390,Sequoia Union High,06,CA,CALIFORNIA,09,12,1,21,02-Secondary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,8.74487815397887
0636570,Shasta Union Elementary,06,CA,CALIFORNIA,KG,08,1,41,01-Elementary school system only,41,Rural: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,14.5038167938931
0611780,East Nicolaus Joint Union High,06,CA,CALIFORNIA,09,12,1,42,02-Secondary school system only,42,Rural: Distant,MetroMicro,1,Metropolitan Area,1,Regular School District,11.5789473684211
0611910,Eastside Union Elementary,06,CA,CALIFORNIA,KG,08,1,21,01-Elementary school system only,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,22.0719234576048
0612150,El Nido Elementary,06,CA,CALIFORNIA,KG,08,1,42,01-Elementary school system only,42,Rural: Distant,MetroMicro,1,Metropolitan Area,1,Regular School District,26.6009852216749
0632610,Rim of the World Unified,06,CA,CALIFORNIA,KG,12,1,31,03-Elementary/secondary school system,31,Town: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,9.28540864356012
0602630,Anaheim Union High,06,CA,CALIFORNIA,07,12,1,11,02-Secondary school system only,11,City: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,16.5293738770806
0603870,Banta Elementary,06,CA,CALIFORNIA,KG,08,1,41,01-Elementary school system only,41,Rural: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,16.5745856353591
0604110,Bassett Unified,06,CA,CALIFORNIA,KG,12,1,21,03-Elementary/secondary school system,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,22.2710375126732
0604230,Bear Valley Unified,06,CA,CALIFORNIA,KG,12,1,32,03-Elementary/secondary school system,32,Town: Distant,MetroMicro,1,Metropolitan Area,1,Regular School District,17.1698113207547
0604290,Beaumont Unified,06,CA,CALIFORNIA,KG,12,1,21,03-Elementary/secondary school system,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,13.5784223166451
0604350,Bella Vista Elementary,06,CA,CALIFORNIA,KG,08,1,41,01-Elementary school system only,41,Rural: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,18.6858316221766
0691137,Big Oak Flat-Groveland Unified,06,CA,CALIFORNIA,KG,12,1,42,03-Elementary/secondary school system,42,Rural: Distant,MetroMicro,2,Micropolitan Area,1,Regular School District,12.8925619834711
0605820,Brawley Union High,06,CA,CALIFORNIA,09,12,1,31,02-Secondary school system only,31,Town: Fringe,MetroMicro,1,Metropolitan Area,1,Regular School District,26.4192139737991
0606720,Buttonwillow Union Elementary,06,CA,CALIFORNIA,KG,08,1,42,01-Elementary school system only,42,Rural: Distant,MetroMicro,1,Metropolitan Area,1,Regular School District,33.4075723830735
0606900,Calexico Unified,06,CA,CALIFORNIA,KG,12,1,22,03-Elementary/secondary school system,22,Suburb: Midsize,MetroMicro,1,Metropolitan Area,1,Regular School District,37.144321968726
0600061,Riverbank Unified,06,CA,CALIFORNIA,KG,12,1,21,03-Elementary/secondary school system,21,Suburb: Large,MetroMicro,1,Metropolitan Area,1,Regular School District,19.9833008627888
