National Center for Education Statistics,,,,,,,,,,,,
Education Finance Peer Tool,,,,,,,,,,,,
The file contains (980) records based on your search.,,,,,,,,,,,,
NCES is not responsible for the manner in which this data is presented. This data is provided as an extra service to the user.,,,,,,,,,,,,
LEAID,DistrictName,State,SchoolLevel,GradeSpanLow,GradeSpanHigh,ZipCode,TotalCurrentExpendituresPerStudent,InstructionalExpendituresPerStudent,StudentandStaffSupportPerStudent,AdministrationPerStudent,OperationsPerStudent,v33
0636330,Semitropic Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93280,12383.1775700935,5929.90654205607,761.682242990654,2242.99065420561,3448.59813084112,214
0636360,Sequoia Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93244,10145.251396648,6254.18994413408,402.234636871508,1446.92737430168,2041.89944134078,358
0636390,Sequoia Union High,CALIFORNIA,02-Secondary school system only,09,12,94062,19366.8620138519,11001.704848162,3013.10602024507,2374.74693660096,2977.3042088439,9385
0636420,Shaffer Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96117,11182.2916666667,5859.375,343.75,2843.75,2135.41666666667,192
0636450,Shandon Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93461,16148.1481481481,9212.12121212121,1178.45117845118,2777.77777777778,2979.79797979798,297
0691037,Shasta County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,96001,141417.582417582,34983.5164835165,37467.032967033,35994.5054945055,32972.5274725275,182
0636570,Shasta Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96099,13973.6842105263,8578.94736842105,289.473684210526,2517.54385964912,2587.71929824561,114
0636600,Shasta Union High,CALIFORNIA,02-Secondary school system only,06,12,96001,12855.8758314856,7774.75979305248,1210.45824094605,1922.76422764228,1947.89356984479,5412
0636660,Shiloh Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95358,11754.2857142857,7748.57142857143,457.142857142857,2171.42857142857,1377.14285714286,175
0636670,Shoreline Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94971,29722.4409448819,16956.6929133858,899.606299212598,5417.32283464567,6448.8188976378,508
0691120,Sierra County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,96118,0,0,0,0,0,0
0636800,Sierra Sands Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93555,12280.3829620946,7263.57952325127,1346.42438452521,1530.08987885893,2140.28917545916,5118
0636805,Sierra Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93651,14483.8709677419,7954.3666404406,1066.089693155,2078.6782061369,3384.73642800944,1271
0636780,Sierra-Plumas Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,96118,15673.2186732187,8498.7714987715,368.550368550369,3407.86240786241,3398.0343980344,407
0636810,Silver Fork Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95726,34769.2307692308,21384.6153846154,0,8384.61538461538,5000,13
0636820,Silver Valley Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92398,15274.5731425934,7845.40839870789,1669.12782648823,2383.0179972312,3377.01892016613,2167
0636840,Simi Valley Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93065,11607.4402771868,7191.17378882743,1190.68749620084,1505.98747796487,1719.59151419367,16451
0691038,Siskiyou County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,96097,0,0,0,0,0,
0636940,Siskiyou Union High,CALIFORNIA,02-Secondary school system only,09,12,96067,16022.8471001757,9669.59578207381,1172.23198594025,2755.71177504394,2425.30755711775,569
0636960,Snelling-Merced Falls Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95369,15666.6666666667,9102.5641025641,782.051282051282,2820.51282051282,2961.53846153846,78
0636970,Snowline Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92329,12695.2547385401,7657.88412421024,1032.80010754134,1737.59913966931,2266.97136711924,7439
0636990,Solana Beach Elementary,CALIFORNIA,01-Elementary school system only,KG,06,92075,18530.612244898,11544.794188862,2309.23555863023,2179.17675544794,2497.4057419578,2891
0691122,Solano County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,94534,124773.299748111,60045.3400503778,29463.476070529,26007.556675063,9256.92695214106,397
0637050,Soledad Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93960,13497.6554536188,7971.25382262997,1642.20183486239,1901.12130479103,1983.07849133537,4905
0637110,Solvang Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93463,9325.61983471074,5882.64462809917,457.851239669421,1416.52892561983,1568.59504132231,605
0637140,Somis Union,CALIFORNIA,01-Elementary school system only,KG,08,93066,13273.1092436975,7542.01680672269,1071.42857142857,2693.27731092437,1966.38655462185,238
0691040,Sonoma County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,95403,107897.623400366,37683.7294332724,25356.4899451554,36382.084095064,8475.31992687386,547
0637200,Sonoma Valley Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95476,14356.5711334883,9022.46320681642,1389.36225148464,2104.31190291764,1840.43377226956,3873
0637230,Sonora Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95370,10335.5795148248,6882.74932614555,568.733153638814,1343.66576819407,1540.43126684636,742
0637260,Sonora Union High,CALIFORNIA,02-Secondary school system only,09,12,95370,13365.3663177926,6324.4529019981,1019.98097050428,2364.41484300666,3656.51760228354,1051
0637290,Soquel Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95010,11435.586061246,7072.86166842661,1147.83526927138,1635.16367476241,1579.72544878564,1894
0637320,Soulsbyville Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95372,9512.05936920223,6283.85899814471,510.204081632653,1300.55658627087,1417.43970315399,539
0637380,South Bay Union,CALIFORNIA,01-Elementary school system only,KG,08,91932,14441.7280177802,8635.22711487707,1157.24406167523,1710.37644117239,2938.88040005556,7199
0637350,South Bay Union Elementary,CALIFORNIA,01-Elementary school system only,KG,12,95503,12868.6440677966,8052.96610169491,1110.16949152542,1957.62711864407,1747.8813559322,472
0637470,South Fork Union,CALIFORNIA,01-Elementary school system only,KG,08,93283,13885.3754940711,6596.83794466403,1573.12252964427,2549.40711462451,3166.00790513834,253
0619650,South Monterey County Joint Union High,CALIFORNIA,02-Secondary school system only,09,12,93930,13241.2226352747,7447.33581164808,1959.10780669145,1867.82321354812,1966.95580338703,2421
0637500,South Pasadena Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,91030,11278.6163522013,7260.1677148847,1167.92452830189,1303.14465408805,1547.37945492662,4770
0637530,South San Francisco Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94080,13184.2074248674,7739.54036535062,1902.76959340012,1546.14024749558,1995.7572186211,8485
0637560,South Whittier Elementary,CALIFORNIA,01-Elementary school system only,KG,08,90605,14199.9263622975,8857.14285714286,1159.05743740795,2022.82768777614,2160.89837997054,2716
0637590,Southern Humboldt Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95553,13693.4210526316,8067.1052631579,471.052631578947,2076.31578947368,3078.94736842105,760
0637620,Southern Kern Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93560,12982.8507168963,7809.38993533877,911.442226595446,1813.32583637897,2448.69271858308,3557
0637630,Southern Trinity Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95526,27516.1290322581,13827.9569892473,913.978494623656,5107.52688172043,7666.66666666667,93
0637650,Southside Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95023,9511.73708920188,6375.58685446009,23.4741784037559,1821.59624413146,1291.07981220657,213
0637680,Spencer Valley Elementary,CALIFORNIA,01-Elementary school system only,KG,12,92070,64341.4634146341,47048.7804878049,8658.53658536585,4878.0487804878,3756.09756097561,41
0637710,Spreckels Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93962,9621.81447502549,5814.4750254842,593.272171253823,1727.82874617737,1486.23853211009,981
0637770,Springville Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93265,10600,7425,9.375,1328.125,1837.5,320
0637890,Standard Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93308,11448.1086323957,6971.54865826059,1266.73132880698,1125.76786291626,2084.0607824119,3093
0691041,Stanislaus County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,95354,72488.0952380952,29997.619047619,23841.0714285714,9640.47619047619,9008.92857142857,1680
0637950,Stanislaus Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95350,11993.9343810312,8290.87400055142,891.921698373311,1342.4317617866,1468.70692031982,3627
0638010,Stockton Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95202,15105.9763077333,8911.43351524025,2278.84999334487,1474.6173299614,2441.07546918674,37565
0638040,Stone Corral Elementary,CALIFORNIA,01-Elementary school system only,KG,12,93292,13061.5384615385,7246.15384615385,1323.07692307692,2792.30769230769,1700,130
0638070,Stony Creek Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95939,31129.0322580645,18516.1290322581,48.3870967741936,5322.58064516129,7241.93548387097,62
0638130,Strathmore Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93267,13644.4159178434,8134.78818998716,641.848523748395,2392.81129653402,2474.96790757381,779
0638220,Sulphur Springs Union,CALIFORNIA,01-Elementary school system only,KG,06,91351,11200.5247376312,7471.70164917541,910.232383808096,1395.42728635682,1423.16341829085,5336
0638250,Summerville Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95379,11330.0733496333,7210.26894865526,249.388753056235,1958.43520782396,1911.9804400978,409
0638280,Summerville Union High,CALIFORNIA,02-Secondary school system only,KG,12,95379,0,0,0,0,0,
0638340,Sundale Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93274,10769.9757869249,7578.69249394673,163.438256658596,1135.59322033898,1892.25181598063,826
0638430,Sunnyside Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93267,13442.9347826087,7777.17391304348,470.108695652174,2790.76086956522,2404.89130434783,368
0638460,Sunnyvale,CALIFORNIA,01-Elementary school system only,KG,08,94086,15758.1032412965,9640.45618247299,2267.55702280912,2033.01320528211,1817.07683073229,6664
0600021,Sunol Glen Unified,CALIFORNIA,01-Elementary school system only,KG,08,94586,12794.6127946128,7737.37373737374,525.252525252525,2720.53872053872,1811.44781144781,297
0638520,Surprise Valley Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,96104,16387.9310344828,8215.51724137931,801.724137931035,3637.93103448276,3732.75862068966,116
0638550,Susanville Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96130,10271.8360071301,6636.36363636364,406.417112299465,1628.3422459893,1600.71301247772,1122
0691042,Sutter County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,95993,85239.1304347826,34198.3695652174,23790.7608695652,20394.0217391304,6855.97826086957,368
0638610,Sutter Union High,CALIFORNIA,02-Secondary school system only,09,12,95982,11227.0967741935,5849.03225806452,1147.09677419355,1616.77419354839,2614.1935483871,775
0638640,Sweetwater Union High,CALIFORNIA,02-Secondary school system only,KG,12,91911,12830.7417336908,7604.54487424997,1757.05349163794,1823.56696029618,1645.5764075067,39165
0638670,Sylvan Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95350,11604.8904490982,7658.27381672921,1124.80329257959,1241.37513618206,1580.43820360731,8261
0638700,Taft City,CALIFORNIA,01-Elementary school system only,KG,08,93268,12272.1059376335,7179.41050832977,887.654848355404,1603.5882101666,2601.45237078172,2341
0638730,Taft Union High,CALIFORNIA,02-Secondary school system only,09,12,93268,23039.3700787402,11710.6299212598,3214.56692913386,3056.10236220472,5058.07086614173,1016
0638770,Tahoe-Truckee Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,96161,18822.2503160556,11005.8154235145,2165.10745891277,2354.48798988622,3296.8394437421,3955
0638790,Tamalpais Union High,CALIFORNIA,02-Secondary school system only,09,12,94977,19565.3380924053,12276.0261748959,2782.86734086853,2282.56989886972,2223.87467777117,5043
0638880,Tehachapi Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93561,10710.239145577,6171.34896679824,1342.23357325284,1464.36034362665,1732.29626189923,4307
0691043,Tehama County Department of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,96080,89318.3673469388,41685.7142857143,27375.5102040816,13844.8979591837,6412.24489795918,245
0600028,Temecula Valley Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92592,10666.2260645899,7289.36839096885,1060.16004572735,976.136038868248,1340.56158902544,27992
0638980,Temple City Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,91780,11523.5982966643,7145.13839602555,1036.19588360539,1578.77927608233,1763.48474095103,5636
0639000,Templeton Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93465,11213.8680033417,6997.91144527987,929.406850459482,1826.23224728488,1460.31746031746,2394
0639060,Terra Bella Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93270,14635.3340883352,8818.79954699887,1467.72366930917,2146.09286523216,2202.71800679502,883
0639180,Thermalito Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95965,14141.5701415701,8089.44658944659,1200.1287001287,1980.05148005148,2871.94337194337,1554
0639210,Three Rivers Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93271,10618.320610687,6290.07633587786,15.2671755725191,2587.78625954198,1725.19083969466,131
0639300,Tipton Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93272,13528.233151184,8424.40801457195,744.990892531876,1633.87978142077,2724.95446265938,549
0639420,Torrance Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,90501,11193.6821407198,7379.67000085492,1162.52030435154,1324.18568863811,1327.30614687527,23394
0600047,Tracy Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95376,12026.4687777854,7272.82675603584,1445.18158812667,1333.21934204227,1975.2410915806,14621
0639600,Traver Joint Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93673,13426.724137931,6836.20689655172,1280.1724137931,2625,2685.34482758621,232
0639630,Travis Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94533,11361.7834394904,7006.91537761601,1499.36305732484,1348.31665150136,1507.18835304823,5495
0639690,Tres Pinos Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95075,9333.33333333333,6231.48148148148,18.5185185185185,2203.7037037037,879.62962962963,108
0639720,Trinidad Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95570,11448.275862069,7620.68965517241,561.576354679803,1620.68965517241,1645.32019704433,203
0639750,Trinity Center Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96091,24142.8571428571,9500,571.428571428571,7071.42857142857,7000,14
0691044,Trinity County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,96093,634285.714285714,57142.8571428571,352285.714285714,196142.857142857,28714.2857142857,7
0639840,Trona Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93562,28065.5172413793,14517.2413793103,1258.62068965517,6465.51724137931,5824.13793103448,290
0639870,Tulare City,CALIFORNIA,01-Elementary school system only,KG,08,93274,12773.4668335419,7957.75969962453,1422.71589486859,1350.54234459741,2042.4488944514,9588
0691045,Tulare County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,93278,82127.7094317516,39024.0187463386,25049.7949619215,11497.3637961336,6556.53192735794,1707
0639930,Tulare Joint Union High,CALIFORNIA,02-Secondary school system only,09,12,93274,14165.4509873688,7607.54314178972,1710.90553282334,1940.40206368973,2906.600249066,5621
0639940,Tulelake Basin Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,96134,16216.4948453608,9682.98969072165,713.917525773196,2600.51546391753,3219.07216494845,388
0691046,Tuolumne County Superintendent of Schools,CALIFORNIA,05-Vocational or special education school system,KG,12,95370,151553.191489362,61840.4255319149,50872.3404255319,32925.5319148936,5914.89361702128,94
0600158,Turlock Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95381,12863.0417874567,8714.20490702114,1139.43293502086,1514.67156897405,1494.73237644064,14143
0640150,Tustin Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92780,11030.7977112083,7056.75698418041,1277.55806125884,1180.95759003702,1515.52507573208,23768
0640200,Twain Harte,CALIFORNIA,01-Elementary school system only,KG,08,95383,15813.2295719844,8906.61478599222,233.463035019455,3042.80155642023,3630.35019455253,257
0640230,Twin Hills Union Elementary,CALIFORNIA,03-Elementary/secondary school system,KG,12,95472,11000,7665.28583264292,434.134217067109,1924.60646230323,975.973487986744,1207
0600012,Twin Ridges Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95959,19969.0721649485,9618.55670103093,721.649484536082,4525.77319587629,5103.09278350515,97
0640260,Two Rock Union,CALIFORNIA,01-Elementary school system only,KG,06,94952,13355.421686747,7578.31325301205,903.614457831325,3198.79518072289,1674.69879518072,166
0640300,Ukiah Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95482,13763.9190770774,8537.86992141782,1386.72462798863,1699.04698211002,2140.27754556094,5981
0640320,Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95124,12125.9561448241,7781.06408295088,1646.94883562808,1323.30443651198,1374.63878973313,5883
0640380,Union Hill Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95945,10575.2461322082,6971.870604782,412.095639943741,2028.129395218,1163.15049226442,711
0600016,Upland Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,91786,12066.155858718,8048.86937021118,1105.30741917399,1150.99981311904,1760.97925621379,10702
0640590,Vacaville Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95687,11479.4358651119,6623.62117869524,1715.96281121967,1574.77150961235,1565.08036558462,12692
0691135,Val Verde Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92571,13534.2833027159,8105.65513132416,1843.30470185194,1579.4647733479,2005.85869619185,20141
0640650,Valle Lindo Elementary,CALIFORNIA,01-Elementary school system only,KG,08,91733,13121.4351425943,9027.59889604416,438.822447102116,1862.92548298068,1792.08831646734,1087
0640680,Vallecito Union,CALIFORNIA,01-Elementary school system only,KG,08,95224,15429.7945205479,8481.16438356164,1176.3698630137,2917.80821917808,2854.45205479452,584
0640710,Vallecitos Elementary,CALIFORNIA,01-Elementary school system only,KG,08,92028,13633.6633663366,8554.45544554455,361.386138613861,3356.43564356436,1361.38613861386,202
0640740,Vallejo City Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94592,13268.1403171552,8072.48117892039,946.419990389236,1990.14896684286,2259.09018100272,12486
0600069,Valley Center-Pauma Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92082,12288.905435592,7147.18292380243,1359.89079175974,1678.58029287664,2103.25142715314,4029
0640800,Valley Home Joint Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95361,11439.7590361446,6807.22891566265,168.674698795181,2548.19277108434,1915.66265060241,166
0691047,Ventura County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,93012,0,0,0,0,0,
0640980,Ventura Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93001,12006.0539350578,7133.431174708,1208.34097719073,1636.03008622271,2028.25169693634,16353
0641040,Victor Elementary,CALIFORNIA,01-Elementary school system only,KG,06,92395,11625.8221108675,7338.86626996555,909.098026933918,1281.00532414657,2096.85248982148,12772
0636972,Victor Valley Union High,CALIFORNIA,02-Secondary school system only,07,12,92395,13948.2379906408,8411.23101900487,1332.34648075637,1719.12902301595,2485.53146786362,10471
0641130,Vineland Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93307,12788.2352941176,7063.23529411765,445.588235294118,2095.58823529412,3183.82352941176,680
0641160,Visalia Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93277,12278.5927783695,7577.00896691517,1267.70192737142,1687.91012471227,1745.9717593706,29107
0641220,Vista del Mar Union,CALIFORNIA,01-Elementary school system only,KG,08,93117,29960.7843137255,17254.9019607843,0,5549.01960784314,7156.86274509804,51
0641190,Vista Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92084,14040.7592985161,9045.67354018115,1400.75158990172,1699.31586047408,1895.01830795914,20756
0641250,Walnut Creek Elementary,CALIFORNIA,01-Elementary school system only,KG,08,94596,11372.9196050776,7536.81241184767,1195.20451339915,1367.55994358251,1273.34273624824,3545
0641280,Walnut Valley Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,91789,11162.331580085,6719.64838965343,1384.60984220765,1333.95777793789,1724.11557028604,13879
0600042,Warner Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,92086,22896.9072164948,12798.9690721649,386.59793814433,4077.31958762887,5634.0206185567,194
0641400,Wasco Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93280,12982.3545629997,7647.91838985387,1643.78274055693,1409.42928039702,2281.22415219189,3627
0641430,Wasco Union High,CALIFORNIA,02-Secondary school system only,09,12,93280,12441.3497589716,6835.5650776647,1461.7032672737,1796.46491697911,2347.6164970541,1867
0641460,Washington Colony Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93706,11570.1943844492,6907.12742980562,881.209503239741,1870.41036717063,1911.44708423326,463
0641580,Washington Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95691,12906.9045771916,7620.11895526248,1163.56348590639,1734.80734419447,2388.41479182829,7734
0641610,Washington Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93908,10213.8857782755,6275.47592385218,471.444568868981,1576.70772676372,1890.25755879059,893
0600063,Waterford Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95386,13965.7836644592,8881.34657836645,1286.4238410596,1827.26269315673,1970.75055187638,1812
0641790,Waugh Elementary,CALIFORNIA,01-Elementary school system only,KG,06,94954,10715.4566744731,7352.45901639344,754.098360655738,1588.99297423888,1019.90632318501,854
0641820,Waukena Joint Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93274,12724.6376811594,6777.77777777778,222.222222222222,2676.32850241546,3048.30917874396,207
0641880,Weaver Union,CALIFORNIA,01-Elementary school system only,KG,08,95341,12706.7223963776,8349.00731452456,1071.40369209335,1199.93033786137,2086.38105189829,2871
0641980,Weed Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96094,16801.5873015873,10595.2380952381,281.746031746032,2456.34920634921,3468.25396825397,252
0632550,West Contra Costa Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,94801,14230.8239394047,7698.62380427439,2159.31154653106,2068.59642260233,2304.29216599694,28121
0642000,West Covina Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,91790,14779.643591501,8630.6831162897,2042.15215901302,2027.64450536897,2079.16381082934,8754
0642060,West Park Elementary,CALIFORNIA,03-Elementary/secondary school system,KG,12,93706,12660.8187134503,7027.77777777778,1361.11111111111,1969.29824561404,2302.63157894737,684
0642270,West Side Union Elementary,CALIFORNIA,01-Elementary school system only,KG,06,95448,11556.1797752809,7455.05617977528,348.314606741573,2359.55056179775,1393.25842696629,178
0602670,West Sonoma County Union High,CALIFORNIA,03-Elementary/secondary school system,KG,12,95472,14138.6445938955,8281.42783238489,1894.9818934299,1967.40817382307,1994.82669425763,1933
0642140,Western Placer Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95648,11110.7505643341,7414.50338600452,968.538374717833,1378.10383747178,1349.60496613995,7088
0642150,Westminster,CALIFORNIA,01-Elementary school system only,KG,08,92683,12292.9824561404,8084.97807017544,1054.16666666667,1328.83771929825,1825,9120
0642180,Westmorland Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,92281,15898.0099502488,9149.25373134328,1305.97014925373,2427.86069651741,3014.92537313433,402
0642210,Westside Elementary,CALIFORNIA,01-Elementary school system only,KG,12,93624,19127.6595744681,9265.95744680851,1345.74468085106,3340.42553191489,5175.53191489362,188
0642120,Westside Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93536,10765.3294533361,6780.814799418,1282.26979837872,1387.13365204739,1315.111203492,9622
0642300,Westwood Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,96137,15577.7777777778,9150,144.444444444444,3561.11111111111,2722.22222222222,180
0642330,Wheatland,CALIFORNIA,01-Elementary school system only,KG,08,95692,13517.2910662824,7317.72334293948,1426.51296829971,1935.87896253602,2837.1757925072,1388
0642350,Wheatland Union High,CALIFORNIA,02-Secondary school system only,07,12,95692,12832.9081632653,7735.9693877551,721.938775510204,2068.87755102041,2306.12244897959,784
0642420,Whitmore Union Elementary,CALIFORNIA,01-Elementary school system only,KG,12,96096,25300,11425,450,8050,5375,40
0642450,Whittier City Elementary,CALIFORNIA,01-Elementary school system only,KG,08,90602,12452.8985507246,7645.75098814229,1413.04347826087,1553.85375494071,1840.25032938076,6072
0642480,Whittier Union High,CALIFORNIA,02-Secondary school system only,09,12,90605,15862.1536303052,8913.10066643283,2351.10487548229,1501.3153279551,3096.63276043494,11404
0642510,William S. Hart Union High,CALIFORNIA,02-Secondary school system only,KG,12,91350,11989.1595289079,6831.90578158458,1741.2562455389,1943.52248394004,1472.4750178444,22416
0642540,Williams Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95987,12779.7752808989,7537.07865168539,900.374531835206,2239.70037453184,2102.62172284644,1335
0642560,Willits Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95490,14218.9153439153,7719.57671957672,1207.01058201058,2316.79894179894,2975.5291005291,1512
0642600,Willow Creek Elementary,CALIFORNIA,01-Elementary school system only,KG,08,96064,23741.935483871,10193.5483870968,774.193548387097,7193.54838709677,5580.64516129032,31
0642630,Willow Grove Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95043,25076.9230769231,14846.1538461538,153.846153846154,7384.61538461538,2692.30769230769,13
0642710,Willows Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95988,10082.5938566553,6058.0204778157,650.511945392492,1776.79180887372,1597.26962457338,1465
0642750,Wilmar Union Elementary,CALIFORNIA,01-Elementary school system only,KG,06,94952,10526.7489711934,7382.71604938272,436.213991769547,2057.61316872428,650.205761316872,243
0642810,Wilsona Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93591,13104.7077922078,7897.72727272727,884.74025974026,1943.18181818182,2379.05844155844,1232
0600034,Windsor Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95492,12148.1627815093,7507.70446463848,1652.90399051758,1312.32714342157,1675.22718293165,5062
0642900,Winship-Robbins,CALIFORNIA,01-Elementary school system only,KG,12,95676,16440.6779661017,7050.84745762712,1677.96610169492,4008.47457627119,3703.38983050847,118
0642930,Winters Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95694,12966.9046073978,7624.91888384166,1175.85983127839,2095.39260220636,2070.73329007138,1541
0642960,Winton,CALIFORNIA,01-Elementary school system only,KG,08,95388,12347.8041393236,7515.39626451287,1370.01514386673,1383.64462392731,2078.74810701666,1981
0643080,Woodland Joint Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,95695,12382.9129697936,7495.3643704516,1447.41301963912,1455.18891436547,1984.94666533745,10031
0643140,Woodside Elementary,CALIFORNIA,01-Elementary school system only,KG,08,94062,29985.2941176471,20901.9607843137,1183.82352941176,5561.27450980392,2338.23529411765,408
0643170,Woodville Union Elementary,CALIFORNIA,01-Elementary school system only,KG,08,93257,14889.1454965358,8570.43879907621,1249.42263279446,2508.0831408776,2561.20092378753,433
0643200,Wright Elementary,CALIFORNIA,01-Elementary school system only,KG,08,95407,14541.2162162162,9283.10810810811,1371.62162162162,1804.72972972973,2081.75675675676,1480
0691049,Yolo County Office of Education,CALIFORNIA,05-Vocational or special education school system,KG,12,95776,77163.7010676157,34277.5800711744,21886.1209964413,16298.9323843416,4701.06761565836,281
0600160,Yosemite Unified,CALIFORNIA,03-Elementary/secondary school system,KG,12,93644,12509.2180546726,6549.90464081373,514.939605848697,2213.60457724094,3230.76923076923,1573
